id,name,qoh,qa,qoo,avail,limit,price
56692,Sweet & Salty Cashew Bars,1.0000,0.0000,0.0000,1.0000,0,0.48
56698,Chocolate Almond Raison Bars,30.0000,0.0000,0.0000,30.0000,0,0.00
57600,Similac Advanced Formula,10.0000,10.0000,0.0000,0.0000,0,1.60
58100,Sunny D Orange,420.0000,153.0000,0.0000,267.0000,0,3.68
58398,Cheddar Chips,1.0000,0.0000,0.0000,1.0000,0,0.96
58837,Crushed Red Pepper,13.0000,0.0000,0.0000,13.0000,0,0.00
59090,Rice Krispies Treats,22.0000,0.0000,0.0000,22.0000,0,2.24
59130,Turkey & Chicken Lunchables,21.0000,0.0000,0.0000,21.0000,0,0.64
59757,Blueberry Pomagranite Bars,53.0000,53.0000,0.0000,0.0000,0,0.16
600001,Trident Strawberry Gum,5.0000,0.0000,0.0000,5.0000,0,2.24
600010,Banquet Burger Sliders,9.0000,9.0000,0.0000,0.0000,0,0.96
60572,Tartar Sauce,9.0000,0.0000,0.0000,9.0000,0,0.96
60602,French Toast Sticks,36.0000,0.0000,0.0000,36.0000,0,1.28
60604,Whole Grain Pancakes,36.0000,0.0000,0.0000,36.0000,0,1.92
61243,Philadelphia cheese,-2.0000,200.0000,0.0000,-202.0000,0,2.08
61422,Cream cheese strawberry,32.0000,0.0000,0.0000,32.0000,0,1.12
62067,Cooking Spray,19.0000,0.0000,0.0000,19.0000,0,1.28
62125,Pedia-Sure ClearTropical Drink,25.0000,23.0000,0.0000,2.0000,0,2.56
622801,Chocolate Peanut Butter Bars,32.0000,0.0000,0.0000,32.0000,0,0.80
62291,Peanut Crunch Bars,4.0000,4.0000,0.0000,0.0000,0,0.64
62479,Ensure Mixed Fruit Drink,3654.0000,912.0000,0.0000,2742.0000,0,0.00
62857,Double dk chocolate bars,3.0000,0.0000,0.0000,3.0000,0,0.64
62859,Chocolate Cluster Bars,10.0000,0.0000,0.0000,10.0000,0,0.00
630241,Oatmeal Raisin Bars,31.0000,31.0000,0.0000,0.0000,0,0.96
63123,Naked juice mighty mango,12.0000,0.0000,0.0000,12.0000,0,0.72
63127,Naked Mango Smoothie,29.0000,0.0000,0.0000,29.0000,0,0.72
63317,Coconut water,3.0000,0.0000,0.0000,3.0000,0,4.48
63338,Coffee Creamer Vani/Caramel,1.0000,1.0000,0.0000,0.0000,0,0.80
63457,Sweetened Condensed Milk,13.0000,13.0000,0.0000,0.0000,0,0.80
63701,Nutrament egg nog energy drink,19.0000,19.0000,0.0000,0.0000,0,1.92
64968,KRAFT RANCH DRESSING,24.0000,0.0000,0.0000,24.0000,0,1.12
65164,Ground coffee,0.0000,4.0000,0.0000,-4.0000,0,3.68
65256,Kraft tartar sauce (K),3.0000,0.0000,0.0000,3.0000,0,1.76
65300,Creamer,2.0000,0.0000,0.0000,2.0000,0,3.52
65333,Banana Blueberry Energy Blast,183.0000,111.0000,0.0000,72.0000,0,1.92
663516,Deep Fry Chicken Breading,7.0000,0.0000,0.0000,7.0000,0,4.16
66388,Kraft creamy french dressing,3.0000,0.0000,0.0000,3.0000,0,1.12
665160,Seafood Breading,1.0000,0.0000,0.0000,1.0000,0,4.16
67041,Pumpkin spice cappuccino mix,4.0000,0.0000,0.0000,4.0000,0,2.08
67067,Nacho cheese sauce,3.0000,3.0000,0.0000,0.0000,0,7.20
67085,Egg & Cheese on Artisan Roll,78.0000,0.0000,0.0000,78.0000,0,0.00
67120,Kraft ranch dressing,164.0000,27.0000,0.0000,137.0000,0,0.96
67686,Trident Spearmint Gum Sugar fr,2.0000,0.0000,0.0000,2.0000,0,0.96
68020,Nesquik chocolate flavor,43.0000,43.0000,0.0000,0.0000,0,3.36
69102,Non-Chlorine Bleach,3.0000,3.0000,0.0000,0.0000,0,4.32
69359,Coffee Mate Original,4.0000,4.0000,0.0000,0.0000,0,0.96
69391,Coffee Mate Hazelnut,1.0000,1.0000,0.0000,0.0000,0,0.96
69992,Marshmallow Creme,24.0000,0.0000,0.0000,24.0000,0,0.48
69997,Peanut butter,24.0000,24.0000,0.0000,0.0000,0,2.40
700071,Sausage Cheese & Cheddar Bisc,1.0000,1.0000,0.0000,0.0000,0,0.96
70012,Ham Egg & Cheese Roll,110.0000,0.0000,0.0000,110.0000,0,1.44
70015,Sausage Egg & Cheese Croissant,820.0000,0.0000,0.0000,820.0000,0,1.12
700510,Assorted jelly,6.0000,0.0000,0.0000,6.0000,0,0.80
70076,Penne Pasta,45.0000,45.0000,0.0000,0.0000,100,0.64
70090,Ham & American Sub Sandwich,32.0000,0.0000,0.0000,32.0000,0,1.60
702910,Ketchup,15.0000,0.0000,0.0000,15.0000,0,0.96
70443,Macaroni & Cheese dinners,42.0000,82.0000,0.0000,-40.0000,0,2.72
70648,Cheezkake blend cream chesse,0.0000,8.0000,0.0000,-8.0000,0,0.00
707801,Bacon Franks,27.0000,0.0000,0.0000,27.0000,0,1.76
72269,Chocolate P-Nut Butter Cookies,1.0000,1.0000,0.0000,0.0000,0,2.56
72412,Apple Granola Bars,49.0000,49.0000,0.0000,0.0000,0,1.12
73049,Italian Dressing,10.0000,0.0000,0.0000,10.0000,0,0.64
75011,Simple simon's red sauce,7.0000,0.0000,0.0000,7.0000,0,0.00
75130,Light Italian Dressing,24.0000,0.0000,0.0000,24.0000,0,1.12
75200,Assorted jelly,77.0000,20.0000,0.0000,57.0000,0,0.96
75216,Garlic Sauce,9.0000,0.0000,0.0000,9.0000,0,0.00
75901,Syrup,22.0000,0.0000,0.0000,22.0000,0,1.44
76215,Blue cheese dressing,19.0000,0.0000,0.0000,19.0000,0,1.12
77293,Milk Chocolate Breakfast Shake,1.0000,1.0000,0.0000,0.0000,0,1.52
77743,Low Fat Chocolate Milk,495.0000,0.0000,0.0000,495.0000,0,0.56
78030,Mayonaise,120.0000,0.0000,0.0000,120.0000,0,0.80
79158,Breaded Okra,1.0000,1.0000,0.0000,0.0000,0,3.36
79394,Coconut Cookies,3.0000,3.0000,0.0000,0.0000,0,1.44
80023,Mac & Cheese Dinner,233.0000,154.0000,0.0000,79.0000,0,3.04
80235,Kroger cut green beans,21.0000,20.0000,0.0000,1.0000,0,4.16
80659,Cranberry Almond Hot Cereal,128.0000,0.0000,0.0000,128.0000,0,0.48
80704,Taco shells,1.0000,1.0000,0.0000,0.0000,0,0.96
80732,Jumbo taco shells,2.0000,2.0000,0.0000,0.0000,0,1.76
81195,Spaghetti w/Meat Sauce,48.0000,48.0000,0.0000,0.0000,0,2.56
81223,Salt & Vinegar Sweet Potato ch,3.0000,0.0000,0.0000,3.0000,3,0.00
812270,Cheddar Tortilla Chips,2.0000,2.0000,0.0000,0.0000,0,0.80
81234,Olive Flavored Chips,1.0000,1.0000,0.0000,0.0000,0,0.48
81261,Jalapeno Tortilla Chips,7.0000,0.0000,0.0000,7.0000,0,0.00
81476,Assorted jelly,417.0000,0.0000,0.0000,417.0000,0,0.00
83992,Blue rasp lemonade mx kool aid,5.0000,0.0000,0.0000,5.0000,0,3.36
84390,French vanilla coffee creamer,4.0000,4.0000,0.0000,0.0000,0,3.68
84554,Rigaton Pasta w/ Sausage & Pea,492.0000,93.0000,0.0000,399.0000,0,1.60
85004,Kroger spaghetti (U),4.0000,4.0000,0.0000,0.0000,0,3.68
85314,Peppercorn Brandy Aioli,27.0000,0.0000,0.0000,27.0000,0,0.00
85726,BBQ Sauce,33.0000,0.0000,0.0000,33.0000,0,1.12
85840,Malt Vinegar,11.0000,0.0000,0.0000,11.0000,0,0.00
86128,Ketchup Pack,116.0000,0.0000,0.0000,116.0000,0,1.76
86172,Mustard,22.0000,0.0000,0.0000,22.0000,0,0.00
86363,Mixed Fruit Jelly,33.0000,0.0000,0.0000,33.0000,0,7.84
87022,Whole Grain Tea Biscuits,86.0000,4.0000,0.0000,82.0000,0,5.12
87810,Assorted Candy Bars,74.0000,0.0000,0.0000,74.0000,0,0.00
88001,Super taco shells,1.0000,0.0000,0.0000,1.0000,0,0.00
88121,Sweet potato chips,15.0000,0.0000,0.0000,15.0000,0,0.48
88210,Ritz crackers w/peanut butter,7.0000,0.0000,0.0000,7.0000,0,1.76
88863,Nilla Vanilla Steamer,6.0000,0.0000,0.0000,6.0000,0,2.08
89169,Nestum Corn Rice Baby Cereal,488.0000,0.0000,0.0000,488.0000,0,1.12
900202,Chicken Fry Mix,1.0000,1.0000,0.0000,0.0000,0,1.28
90153,Kroger mac & cheese dinners,17.0000,17.0000,0.0000,0.0000,0,2.08
91160,Garlic & Herb Pasta Mix,109.0000,74.0000,0.0000,35.0000,0,0.64
91815,Pecan Shortbread Cookies,42.0000,42.0000,0.0000,0.0000,0,1.76
92803,Kellogg's Raisin Bran Cereal,6.0000,6.0000,0.0000,0.0000,0,4.64
93526,Graduates Pasta & beef w/veg,122.0000,12.0000,0.0000,110.0000,0,0.48
93527,Chicken & Vegetable w/ Noodles,1191.0000,448.0000,0.0000,743.0000,0,0.64
93586,Organic Fruit & Grain Cereal,67.0000,0.0000,0.0000,67.0000,0,0.64
94178,Frosted Mini Wheats,8.0000,5.0000,0.0000,3.0000,0,0.00
953920,Assorted Kool Aid Juice,33.0000,0.0000,0.0000,33.0000,0,0.48
96010,Sandwich Bread Mix,5.0000,5.0000,0.0000,0.0000,0,1.44
96700,Ranch,90.0000,0.0000,0.0000,90.0000,0,2.24
99401,Mint Chocolate Chip Pie,11.0000,0.0000,0.0000,11.0000,0,0.00
99780,Graduates Fruit Twist,13.0000,0.0000,0.0000,13.0000,0,0.32
99800,Assorted graduate yogurt blend,5120.0000,220.0000,0.0000,4900.0000,0,0.00
99804,Gerber Fruit Cereal Bars,474.0000,34.0000,0.0000,440.0000,0,0.32
BREAD,Assorted Bread Items,9849.0000,0.0000,8254.0000,9849.0000,0,0.00
BULK,Shopping Floor Product Only,36070.0000,2711.0000,0.0000,33359.0000,0,0.16
CP00010,Regal Natural Brown Rice,754.0000,0.0000,0.0000,754.0000,0,11.75
CP00019,Finest Pork and Beans,3.0000,2.0000,0.0000,1.0000,0,13.44
CP00034,Peanut Butter, Creamy,354.0000,11.0000,0.0000,343.0000,0,15.00
CP000361,Pampa Grape Jelly, Squeezeable,522.0000,37.0000,0.0000,485.0000,0,11.10
CP00171,Pampa Mandarin Oranges,425.0000,47.0000,0.0000,378.0000,0,11.02
CP00338,Pampa Vegetable Oil,1343.0000,7.0000,0.0000,1336.0000,0,9.00
CP00411,Pampa Fruit Cocktail Light Syr,22.0000,11.0000,0.0000,11.0000,0,8.71
CP00437,Chef Karlin Ins. Mash Potatoes,372.0000,1.0000,0.0000,371.0000,0,14.52
CP0444,Regal White Rice,823.0000,3.0000,0.0000,820.0000,0,11.75
CP05008,Allegra Spaghetti,851.0000,10.0000,0.0000,841.0000,0,11.13
CP050081,100% Whole Wheat Spaghetti,327.0000,0.0000,0.0000,327.0000,0,11.13
CP050350,Allegra Elbow Pasta,353.0000,0.0000,0.0000,353.0000,0,11.13
CP06958,Creamy Peanut Butter Spread,68.0000,4.0000,0.0000,64.0000,0,13.52
CP10110,Complete pancake mix,91.0000,60.0000,0.0000,31.0000,0,10.56
CP10202,White Lily All Purpose Flour,1.0000,0.0000,0.0000,1.0000,0,17.52
CP1049,Village Farm Quick Oats,206.0000,12.0000,0.0000,194.0000,0,10.72
CP16681,Chunk White Chicken in Water,292.0000,5.0000,0.0000,287.0000,0,16.50
CP19900,Borden 1% Milk, Shelf Stable,420.0000,10.0000,0.0000,410.0000,0,14.04
CP19904,Borden Skim Milk, Shelf Stable,161.0000,1.0000,0.0000,160.0000,0,14.04
CP22251,All Clean Laundry Detergent,146.0000,23.0000,0.0000,123.0000,0,16.80
CP222511,All Star Fabric Softener,147.0000,7.0000,0.0000,140.0000,0,16.80
CP23694,Borden 1% Kid's Milk Boxes,330.0000,0.0000,0.0000,330.0000,0,11.70
CP24101,Allens Pork & Beans,8.0000,2.0000,0.0000,6.0000,0,13.50
CP2416,Pampa Peach Slices in LS,142.0000,12.0000,0.0000,130.0000,0,8.45
CP248,Green Heritage Bathroom Tissue,421.0000,26.0000,0.0000,395.0000,0,24.96
CP271923,Hospitality Raisin Bran Bowls,91.0000,2.0000,0.0000,89.0000,0,20.72
CP307,Argo Sweet Peas,1.0000,1.0000,0.0000,0.0000,0,8.91
CP40001,CO-OP Mash Potatoes,1.0000,0.0000,0.0000,1.0000,0,9.84
CP41090,EcoSoft Double Ply Towels,407.0000,18.0000,0.0000,389.0000,0,18.36
CP44444,Loretta Insant Mashed Potatoes,1.0000,0.0000,0.0000,1.0000,0,9.78
CP52581,Argo French Style Green Beans,495.0000,1.0000,0.0000,494.0000,0,9.25
CP52643,Elmwood Farms Lt Pancake Syrup,231.0000,58.0000,0.0000,173.0000,0,12.24
CP60079,Loretta Pancake Mix,294.0000,10.0000,0.0000,284.0000,0,8.68
CP64310,Southgate Chicken Noodle Soup,117.0000,13.0000,0.0000,104.0000,0,11.59
CP72273,Hospitality Toasted Oats O's,162.0000,45.0000,0.0000,117.0000,0,17.70
CP72940,Spaghetti Sauce Low Sodium,497.0000,20.0000,0.0000,477.0000,0,12.22
CP80102,West Star Pinto Beans, Dry,160.0000,5.0000,0.0000,155.0000,0,17.75
CP8407,Southgate Beef Stew,5.0000,0.0000,0.0000,5.0000,0,12.18
CP88120,Macaroni & Cheese Dinners,382.0000,70.0000,0.0000,312.0000,0,9.87
CP90089,Loretta Quick Oatmeal,1.0000,0.0000,0.0000,1.0000,0,10.01
CP90110,Juice Box 100% Apple Juice,504.0000,26.0000,0.0000,478.0000,0,11.20
CP90112,Fruit Punch Juice Boxes,179.0000,30.0000,0.0000,149.0000,0,11.20
CP93450,Allens Sliced Carrots,195.0000,1.0000,0.0000,194.0000,0,10.80
CP972201,Chili with Beans,191.0000,3.0000,0.0000,188.0000,0,13.60
CP97321,Home 360 Liquid Dish/Hand Soap,416.0000,69.0000,0.0000,347.0000,0,6.93
CSFP201405B,Senior CSFP Box-MAY B,90.0000,90.0000,0.0000,0.0000,0,0.00
CSFP201405C,Senior CSFP Box- MAY C,118.0000,118.0000,0.0000,0.0000,0,0.00
